id,data,time_execution,model,pre,in,post,true_positives,true_negatives,false_positives,false_negatives,accuracy,recall,specificity,precision,npv,f1-score,balanced_accuracy,roc_auc,pr_auc,mcc,log_loss,cohen_kappa_score,fbeta_score,jaccard_score,hamming_loss,disparate_impact,equal_opportunity_ratio,predictive_parity_ratio,tnr_ratio,fpr_ratio,npv_ratio,fnr_ratio,error_rate_ratio,average_odds_difference,average_predictive_value_difference,false_positive_rate_ratio,false_discovery_rate_ratio,false_negative_rate_ratio,false_omission_rate_ratio,statistical_parity_difference,equalized_odds_difference,equal_opportunity_difference,error_rate_difference,generalized_equalized_odds_difference,false_positive_rate_difference,false_discovery_rate_difference,false_negative_rate_difference,false_omission_rate_difference,true_positive_rate_difference,between_all_groups_coefficient_of_variation,between_all_groups_generalized_entropy_index,between_group_generalized_entropy_index,between_all_groups_theil_index,between_group_coefficient_of_variation,between_group_theil_index,generalized_entropy_index,differential_fairness_bias_amplification,tp_privileged,tp_unprivileged,tn_privileged,tn_unprivileged,fn_privileged,fn_unprivileged,fp_privileged,fp_unprivileged,accuracy_privileged,accuracy_unprivileged,recall_privileged,recall_unprivileged,specificity_privileged,specificity_unprivileged,precision_privileged,precision_unprivileged,npv_privileged,npv_unprivileged,selection_rate_privileged,selection_rate_unprivileged,false_positive_rate_privileged,false_positive_rate_unprivileged,false_negative_rate_privileged,false_negative_rate_unprivileged,false_discovery_rate_privileged,false_discovery_rate_uprivileged,false_omission_rate_privileged,false_omission_rate_uprivileged,error_rate_privileged,error_rate_unprivileged
834db84c-343c-4377-9614-b3c0370a5545,2025-09-23 22:52:17,27.975003004074097,bernoulli_nb,disparate_impact_remover,exponentiated_gradient,equalized_odds_postprocessing,1397,5845,893,905,0.8011061946902654,0.606863596872285,0.8674680914217869,0.6100436681222707,0.8659259259259259,0.6084494773519163,0.7371658441470359,0.7441802771165215,0.46983083066911624,0.4751499354114711,7.368215869810674,0.4751470202644492,0.6074969559923465,0.437245696400626,0.19889380530973452,0.6504540014933964,1.0061916019362829,1.8821789734783438,1.0007804328586372,0.9949102204871498,0.870185608949911,0.9905697139739692,0.7513519719668004,-0.0015304687374919773,-0.22220110486690073,1.0051158178979789,2.025497035931766,1.009520062942565,0.3079967470859311,-0.09982946859425151,0.0037376133639756004,-0.0037376133639756004,-0.053778214989034345,0.0,0.0006766758889916458,0.32167852071586023,0.0037376133639756004,-0.12272368901794128,-0.0037376133639756004,0.0518321815082752,0.0013432875199533927,0.0013432875199533927,0.001326667050295781,0.0518321815082752,0.001326667050295781,0.09971056422896594,-0.6256218752553375,1199.0,198.0,3595.0,2250.0,775.0,130.0,548.0,345.0,0.7837175085826386,0.8374957235716729,0.6073961499493414,0.6036585365853658,0.867728699010379,0.8670520231213873,0.6863194046937607,0.36464088397790057,0.8226544622425629,0.9453781512605042,0.2855975151217917,0.1857680465275402,0.13227130098962106,0.1329479768786127,0.39260385005065856,0.39634146341463417,0.31368059530623926,0.6353591160220995,0.17734553775743708,0.0546218487394958,0.21628249141736144,0.1625042764283271
56e24f66-6be0-46d6-afb5-d9b4ed3acb74,2025-09-23 22:52:58,27.512165784835815,bernoulli_nb,disparate_impact_remover,exponentiated_gradient,none,1481,5729,1009,821,0.797566371681416,0.6433536055603822,0.8502523003858712,0.5947791164658635,0.8746564885496183,0.6181135225375626,0.7468029529731267,0.7468029529731266,0.4734718731611282,0.48136907575902144,7.296447533416415,0.48068353187433843,0.6330141904599077,0.44729688915735427,0.20243362831858408,0.8883255268129121,0.7385571249776507,1.8867739601561448,1.062302679217958,0.7183123545996578,0.846641336690318,2.2698653929656967,0.8441464878717341,0.13391242910891712,-0.23724587941709613,1.392152026338649,2.0542184038525972,0.44055475848876136,0.14664017525090428,-0.03191220845692816,0.21680628660389945,0.21680628660389945,-0.03322428965428459,0.0,0.051018571613934804,0.32507077784699656,-0.21680628660389947,-0.14942098098719575,0.21680628660389945,0.08183000566827767,0.003348074913835178,0.003348074913835178,0.0032846329681104906,0.08183000566827767,0.0032846329681104906,0.09692716368587789,-0.937042956975463,1209.0,272.0,3604.0,2125.0,765.0,56.0,539.0,470.0,0.7868236063429785,0.8200478959972631,0.6124620060790273,0.8292682926829268,0.869901037895245,0.8188824662813102,0.6916475972540046,0.3665768194070081,0.8249027237354085,0.9743237047226043,0.2857609939512833,0.25384878549435513,0.130098962104755,0.1811175337186898,0.38753799392097266,0.17073170731707318,0.3083524027459954,0.633423180592992,0.17509727626459143,0.02567629527739569,0.21317639365702146,0.17995210400273687
194e2fe5-bd9c-439d-abac-34e85864fded,2025-09-23 22:54:21,67.87307620048523,bernoulli_nb,disparate_impact_remover,exponentiated_gradient,reject_option_classification,1476,5721,1017,826,0.7961283185840708,0.6411815812337098,0.8490650044523598,0.592057761732852,0.8738353444325645,0.6156412930135557,0.7451232928430348,0.7451232928430348,0.47098821326549023,0.4779147461548691,7.34828022081227,0.47721279732786326,0.630715323476626,0.44471226272973785,0.2038716814159292,0.9021971512997397,0.7192272100483177,1.8660840479634595,1.0631248290857844,0.7175363660528511,0.8426429581733683,2.524981623855216,0.8335920388608581,0.14435527932829884,-0.23655498608496106,1.393657586306007,2.0248214167482033,0.39604248623131394,0.13255212974514347,-0.0278523070844946,0.23711604517260976,0.23711604517260976,-0.03585510753333154,0.0,0.051594513483987886,0.3194477780104904,-0.23711604517260979,-0.15366219415943172,0.23711604517260976,0.08366314365136295,0.0034997608028142957,0.0034997608028142957,0.003432084256018136,0.08366314365136295,0.003432084256018136,0.09754708060583617,-0.9525287093603891,1199.0,277.0,3600.0,2121.0,775.0,51.0,543.0,474.0,0.7845349027300964,0.820390010263428,0.6073961499493414,0.8445121951219512,0.8689355539464156,0.8173410404624277,0.6882893226176808,0.36884154460719043,0.8228571428571428,0.9765193370165746,0.2847801209743338,0.2569278138898392,0.13106444605358436,0.18265895953757225,0.39260385005065856,0.15548780487804878,0.31171067738231917,0.6311584553928096,0.17714285714285713,0.023480662983425413,0.2154650972699036,0.17960998973657205
106acdca-a8fb-4736-b2f7-ec28cb0e9d42,2025-09-23 22:54:50,16.57096576690674,bernoulli_nb,disparate_impact_remover,grid_search,equalized_odds_postprocessing,1566,5471,1267,736,0.778429203539823,0.680278019113814,0.8119620065301276,0.552770914225203,0.8814241984855808,0.6099318403115872,0.7461200128219708,0.8861378944683718,0.726944188221653,0.46230748795063914,0.4804534269218956,0.4575014348088646,0.6502782160950087,0.43877836929111796,0.221570796460177,0.7025043054620695,1.0112457421593841,2.0430045590208663,1.0023509580042016,0.9899258337253768,0.8854430713983945,0.9767728129231409,0.8907063015986841,-0.002835514221474489,-0.21637729967905073,1.010176687920863,1.8848658490675316,1.0237795183993177,0.3074467236012451,-0.10315323984223485,0.007577161637877694,-0.007577161637877694,-0.025103424269061425,0.0,0.0019061331949287164,0.32374158362866784,0.007577161637877805,-0.10901301572943364,-0.007577161637877694,0.04742309632123507,0.0011244750323465696,0.0011244750323465696,0.001111688094646628,0.04742309632123507,0.001111688094646628,0.09729461061657747,-0.7024348903024649,1345.0,221.0,3367.0,2104.0,629.0,107.0,776.0,491.0,0.7703122445643289,0.7954156688333903,0.6813576494427558,0.6737804878048781,0.812696113927106,0.8107899807321772,0.6341348420556341,0.3103932584269663,0.8425925925925926,0.9516056083220262,0.346738597351643,0.24358535750940813,0.18730388607289403,0.18921001926782274,0.31864235055724416,0.32621951219512196,0.36586515794436586,0.6896067415730337,0.1574074074074074,0.04839439167797377,0.2296877554356711,0.20458433116660968
c3da8c2f-1420-4167-aa27-06bf87263879,2025-09-23 22:55:16,14.730348587036133,bernoulli_nb,disparate_impact_remover,grid_search,none,1686,5696,1042,616,0.8165929203539823,0.7324066029539531,0.8453547046601365,0.6180351906158358,0.9024081115335868,0.6703777335984095,0.7888806538070448,0.8861378944683718,0.726944188221653,0.5483539028664292,0.4804534269218956,0.5445869843381133,0.7062667560321716,0.5041866028708134,0.1834070796460177,0.344913409447671,1.187201738543089,1.1776012079357416,0.8503531848981687,3.019813996011311,0.912389807464585,0.6797457861287649,0.4623077244765879,-0.1287334585849397,-0.0893368997246112,0.3311462233504578,1.258466969662402,1.4711382113821136,0.3637279376341261,-0.25081131192963124,0.13932435656494208,-0.11814256060493733,-0.11936997060009702,0.0,-0.13932435656494208,0.09524209855621385,0.11814256060493733,-0.08343170089300862,-0.11814256060493733,0.018009913366172695,0.00016217848972852294,0.00016217848972852294,0.00016292786583038446,0.018009913366172695,0.00016292786583038446,0.08262272318347384,0.008308503283061652,1479.0,207.0,3280.0,2416.0,495.0,121.0,863.0,179.0,0.7779957495504333,0.8973657201505303,0.7492401215805471,0.6310975609756098,0.7916968380400676,0.9310211946050096,0.6315115286080273,0.5362694300518135,0.8688741721854305,0.9523058730784391,0.3828674186692823,0.13205610673965104,0.20830316195993243,0.06897880539499036,0.2507598784194529,0.36890243902439024,0.36848847139197266,0.4637305699481865,0.13112582781456952,0.0476941269215609,0.22200425044956673,0.10263427984946971
bdc66a0d-02d4-4fbd-a5ff-a45d247141ca,2025-09-23 22:56:01,35.208167552948,bernoulli_nb,disparate_impact_remover,grid_search,reject_option_classification,1951,4684,2054,351,0.7339601769911505,0.8475238922675934,0.695161769070941,0.4871410736579276,0.9302879841112215,0.6186776597431425,0.7713428306692671,0.8861378944683718,0.726944188221653,0.4759545821581844,0.4804534269218956,0.4364098541434551,0.7382880496480738,0.4478879706152433,0.26603982300884954,0.9243192258611785,0.8967196505389738,2.3836490457812554,1.127294124470387,0.7690205311941894,0.9141642710082638,2.3695872428527376,1.3545299678037672,0.08905241178394407,-0.21430526249976528,1.3003553994158377,1.8440477938953062,0.42201442593694233,0.13805259146341464,-0.034369983743280375,0.09603812983418591,0.09603812983418591,0.08461889046812165,0.0,0.08206669373370223,0.3439388418608663,-0.09603812983418589,-0.08467168313866427,0.09603812983418591,0.06932278263133877,0.0024028240958759222,0.0024028240958759222,0.002363761805782046,0.06932278263133877,0.002363761805782046,0.08162488736336361,-0.9766020097507384,1646.0,305.0,3011.0,1673.0,328.0,23.0,1132.0,922.0,0.761320908942292,0.6767020184741703,0.8338399189463019,0.9298780487804879,0.7267680424812938,0.6447013487475916,0.5925125989920806,0.24857375713121435,0.9017669961066187,0.9864386792452831,0.45414418832761155,0.4197742045843312,0.27323195751870627,0.3552986512524085,0.1661600810536981,0.0701219512195122,0.40748740100791936,0.7514262428687857,0.09823300389338126,0.013561320754716982,0.23867909105770801,0.32329798152582967
eed726a3-7bd0-4b04-95b8-00d50e5f56de,2025-09-23 22:56:19,10.68920087814331,bernoulli_nb,disparate_impact_remover,none,equalized_odds_postprocessing,1553,5458,1280,749,0.7755530973451328,0.6746307558644656,0.8100326506381715,0.5481821390751853,0.879329788947962,0.6048685491723466,0.7423317032513186,0.8861378944683718,0.726944188221653,0.45519159411857424,0.4804534269218956,0.45045951633908454,0.6448799933560335,0.4335566722501396,0.22444690265486725,0.7025043054620695,1.012134922948097,2.044800957590867,1.0000268700337804,0.9998854344604331,0.8833900503738752,0.9756188245354749,0.8828403683326377,-0.004040257812871886,-0.21611276994857342,1.0001145786663337,1.8660911868423682,1.0249904725609755,0.30781037991858884,-0.10315323984223485,0.008102280870832979,-0.008102280870832979,-0.02733150145321661,0.0,2.1765245089205854e-05,0.32136433948370763,0.008102280870833034,-0.11086120041343922,-0.008102280870832979,0.04742309632123507,0.0011244750323465696,0.0011244750323465696,0.001111688094646628,0.04742309632123507,0.001111688094646628,0.09857752345226775,-0.7024348903024649,1334.0,219.0,3356.0,2102.0,640.0,109.0,787.0,493.0,0.7667157103155141,0.7940472117687307,0.6757852077001013,0.6676829268292683,0.8100410330678253,0.810019267822736,0.628948609146629,0.30758426966292135,0.8398398398398398,0.9507010402532791,0.346738597351643,0.24358535750940813,0.18995896693217476,0.18998073217726397,0.3242147922998987,0.3323170731707317,0.3710513908533711,0.6924157303370787,0.16016016016016016,0.04929895974672094,0.2332842896844859,0.20595278823126928
d302bd3b-1f2c-4c61-b0a3-303c30cc95ba,2025-09-23 22:56:37,10.200999736785889,bernoulli_nb,disparate_impact_remover,none,none,1686,5696,1042,616,0.8165929203539823,0.7324066029539531,0.8453547046601365,0.6180351906158358,0.9024081115335868,0.6703777335984095,0.7888806538070448,0.8861378944683718,0.726944188221653,0.5483539028664292,0.4804534269218956,0.5445869843381133,0.7062667560321716,0.5041866028708134,0.1834070796460177,0.344913409447671,1.187201738543089,1.1776012079357416,0.8503531848981687,3.019813996011311,0.912389807464585,0.6797457861287649,0.4623077244765879,-0.1287334585849397,-0.0893368997246112,0.3311462233504578,1.258466969662402,1.4711382113821136,0.3637279376341261,-0.25081131192963124,0.13932435656494208,-0.11814256060493733,-0.11936997060009702,0.0,-0.13932435656494208,0.09524209855621385,0.11814256060493733,-0.08343170089300862,-0.11814256060493733,0.018009913366172695,0.00016217848972852294,0.00016217848972852294,0.00016292786583038446,0.018009913366172695,0.00016292786583038446,0.08262272318347384,0.008308503283061652,1479.0,207.0,3280.0,2416.0,495.0,121.0,863.0,179.0,0.7779957495504333,0.8973657201505303,0.7492401215805471,0.6310975609756098,0.7916968380400676,0.9310211946050096,0.6315115286080273,0.5362694300518135,0.8688741721854305,0.9523058730784391,0.3828674186692823,0.13205610673965104,0.20830316195993243,0.06897880539499036,0.2507598784194529,0.36890243902439024,0.36848847139197266,0.4637305699481865,0.13112582781456952,0.0476941269215609,0.22200425044956673,0.10263427984946971
75a060b9-430d-4e29-beaf-32f38f0ce68e,2025-09-23 22:57:19,34.50300979614258,bernoulli_nb,disparate_impact_remover,none,reject_option_classification,1951,4684,2054,351,0.7339601769911505,0.8475238922675934,0.695161769070941,0.4871410736579276,0.9302879841112215,0.6186776597431425,0.7713428306692671,0.8861378944683718,0.726944188221653,0.4759545821581844,0.4804534269218956,0.4364098541434551,0.7382880496480738,0.4478879706152433,0.26603982300884954,0.9243192258611785,0.8967196505389738,2.3836490457812554,1.127294124470387,0.7690205311941894,0.9141642710082638,2.3695872428527376,1.3545299678037672,0.08905241178394407,-0.21430526249976528,1.3003553994158377,1.8440477938953062,0.42201442593694233,0.13805259146341464,-0.034369983743280375,0.09603812983418591,0.09603812983418591,0.08461889046812165,0.0,0.08206669373370223,0.3439388418608663,-0.09603812983418589,-0.08467168313866427,0.09603812983418591,0.06932278263133877,0.0024028240958759222,0.0024028240958759222,0.002363761805782046,0.06932278263133877,0.002363761805782046,0.08162488736336361,-0.9766020097507384,1646.0,305.0,3011.0,1673.0,328.0,23.0,1132.0,922.0,0.761320908942292,0.6767020184741703,0.8338399189463019,0.9298780487804879,0.7267680424812938,0.6447013487475916,0.5925125989920806,0.24857375713121435,0.9017669961066187,0.9864386792452831,0.45414418832761155,0.4197742045843312,0.27323195751870627,0.3552986512524085,0.1661600810536981,0.0701219512195122,0.40748740100791936,0.7514262428687857,0.09823300389338126,0.013561320754716982,0.23867909105770801,0.32329798152582967
76ab2a9f-114d-49d2-a77b-8e1389ffef65,2025-09-23 22:57:30,3.856032133102417,bernoulli_nb,none,exponentiated_gradient,equalized_odds_postprocessing,1391,5865,873,911,0.8026548672566372,0.604257167680278,0.8704363312555654,0.6143992932862191,0.8655548996458088,0.6092860271572493,0.7373467494679218,0.7436407846984271,0.4706730280994764,0.47731659846671287,7.320370312214502,0.4772870119336793,0.6062587168758717,0.43811023622047246,0.19734513274336282,0.6491285589386856,0.9724048093191789,1.8152709359605912,0.9976864878984781,1.0157152083292562,0.8662804225417655,1.0448145896656535,0.7228224272155767,0.007531048573853116,-0.2177428713432375,0.9845279383429671,1.9880597014925374,0.9571076149692794,0.2924156611672002,-0.09911817069706577,0.01707873081770328,0.01707873081770328,-0.060084594002312475,0.0,-0.0020166336699970477,0.30876865671641796,-0.017078730817703336,-0.1267170859700571,0.01707873081770328,0.052316000800501035,0.0013684819698790123,0.0013684819698790123,0.0013514001386986487,0.052316000800501035,0.0013514001386986487,0.09949846490456242,-0.6235909455111126,1188.0,203.0,3603.0,2262.0,786.0,125.0,540.0,333.0,0.7832270720941638,0.8433116660964762,0.601823708206687,0.6189024390243902,0.8696596669080376,0.8716763005780347,0.6875,0.3787313432835821,0.820915926179084,0.9476330121491412,0.28249141736145167,0.1833732466643859,0.13034033309196236,0.1283236994219653,0.3981762917933131,0.38109756097560976,0.3125,0.621268656716418,0.17908407382091593,0.05236698785085882,0.21677292790583624,0.15668833390352377
