id,data,time_execution,model,pre,in,post,true_positives,true_negatives,false_positives,false_negatives,accuracy,recall,specificity,precision,npv,f1-score,balanced_accuracy,roc_auc,pr_auc,mcc,log_loss,cohen_kappa_score,fbeta_score,jaccard_score,hamming_loss,demographic_parity_ratio,equal_odds_ratio,predictive_parity_ratio,equal_opportunity_ratio,tnr_ratio,fpr_ratio,npv_ratio,fnr_ratio,error_rate_ratio,average_odds_difference,average_predictive_value_difference,false_positive_rate_ratio,false_discovery_rate_ratio,false_negative_rate_ratio,false_omission_rate_ratio,statistical_parity_difference,equalized_odds_difference,equal_opportunity_difference,error_rate_difference,false_positive_rate_difference,false_discovery_rate_difference,false_negative_rate_difference,false_omission_rate_difference,true_positive_rate_difference,between_all_groups_coefficient_of_variation,between_all_groups_generalized_entropy_index,between_group_generalized_entropy_index,between_all_groups_theil_index,between_group_coefficient_of_variation,between_group_theil_index,generalized_entropy_index,differential_fairness_bias_amplification,tp_privileged,tp_unprivileged,tn_privileged,tn_unprivileged,fn_privileged,fn_unprivileged,fp_privileged,fp_unprivileged,accuracy_privileged,accuracy_unprivileged,recall_privileged,recall_unprivileged,specificity_privileged,specificity_unprivileged,precision_privileged,precision_unprivileged,npv_privileged,npv_unprivileged,selection_rate_privileged,selection_rate_unprivileged,false_positive_rate_privileged,false_positive_rate_unprivileged,false_negative_rate_privileged,false_negative_rate_unprivileged,false_discovery_rate_privileged,false_discovery_rate_uprivileged,false_omission_rate_privileged,false_omission_rate_uprivileged,error_rate_privileged,error_rate_unprivileged
bafb1738-27a1-4278-b68e-c98183e5178f,2025-12-09 20:07:41,15.670330286026001,bernoulli_nb,disparate_impact_remover,none,equalized_odds_postprocessing,1407,5010,1805,836,0.7084345330094943,0.6272848863129737,0.7351430667644901,0.4380448318804483,0.8569962367430722,0.5158570119156737,0.681213976538732,0.8706524153239115,0.6925989566200732,0.32700325774372657,0.5962883643773562,0.31655524464951756,0.5773965856861457,0.34757905138339923,0.2915654669905056,0.8110698770079431,0.9763372771204798,0.4742811922975468,0.9763372771204798,0.9974222867776091,1.0071985028506767,0.875938350583381,0.9613289760348585,0.9348698785733445,-0.008398397093245802,-0.19268530436505926,0.9928529452433629,1.5536330806778047,1.040226628895184,0.3677104686505973,-0.0713291920816228,0.01489875144266084,-0.01489875144266084,-0.01939595153958984,-0.0018980427438307634,0.2696574918818618,0.014898751442660785,-0.11571311684825669,-0.01489875144266084,0.048548218959405316,0.0011784647820651808,0.0011784647820651808,0.001164604226244075,0.048548218959405316,0.001164604226244075,0.11429804233864271,-0.7212016929669237,1190.0,217.0,3125.0,1885.0,700.0,136.0,1130.0,675.0,0.7021969080553295,0.7215928595949194,0.6296296296296297,0.6147308781869688,0.7344300822561692,0.736328125,0.5129310344827587,0.24327354260089687,0.8169934640522876,0.9327065809005443,0.3775427176566314,0.3062135255750086,0.26556991774383076,0.263671875,0.37037037037037035,0.38526912181303113,0.4870689655172414,0.7567264573991032,0.1830065359477124,0.06729341909945571,0.2978030919446705,0.27840714040508063
2e02e4be-6934-4a0e-8876-f9675dc69038,2025-12-09 20:08:04,13.832658529281616,bernoulli_nb,disparate_impact_remover,none,none,1787,5123,1692,456,0.7628615588430117,0.7967008470798038,0.7517241379310344,0.5136533486634091,0.9182649220290374,0.6246067808458581,0.7742124925054191,0.8706524153239115,0.6925989566200732,0.48669782322341665,0.5962883643773562,0.4628677924203136,0.7176130431290659,0.45412960609911057,0.2371384411569883,0.16967790564038268,0.08573963836233686,0.7362524703557312,0.5849304445534683,0.6426939832356623,11.663216909942943,0.9692568553771622,0.2944040893193436,0.2905044307516861,-0.34975943436395485,0.07526664556463712,0.08573963836233686,0.6413249794231771,3.3966919491912635,0.6991880788584486,-0.43509147987599156,0.3537973829758532,-0.3537973829758532,-0.2179865963776756,-0.3457214857520564,-0.17922612053046832,0.35379738297585317,-0.028692829401194136,-0.3537973829758532,0.10221908796796492,0.005224370972501276,0.005224370972501276,0.005375993633030929,0.10221908796796492,0.005375993633030929,0.08459701334109238,0.8418220653866417,1611.0,176.0,2646.0,2477.0,279.0,177.0,1609.0,83.0,0.6927583401139138,0.9107449364915894,0.8523809523809524,0.4985835694050991,0.6218566392479435,0.967578125,0.5003105590062111,0.6795366795366795,0.9046153846153846,0.9333082140165787,0.5240032546786005,0.08891177480260899,0.3781433607520564,0.032421875,0.14761904761904762,0.5014164305949008,0.4996894409937888,0.3204633204633205,0.09538461538461539,0.06669178598342125,0.3072416598860862,0.08925506350841061
b86521dd-96df-4353-ad47-3ec8d9ae57f4,2025-12-09 20:08:50,37.37723422050476,bernoulli_nb,disparate_impact_remover,none,reject_option_classification,1787,5123,1692,456,0.7628615588430117,0.7967008470798038,0.7517241379310344,0.5136533486634091,0.9182649220290374,0.6246067808458581,0.7742124925054191,0.8706524153239115,0.6925989566200732,0.48669782322341665,0.5962883643773562,0.4628677924203136,0.7176130431290659,0.45412960609911057,0.2371384411569883,0.16967790564038268,0.08573963836233686,0.7362524703557312,0.5849304445534683,0.6426939832356623,11.663216909942943,0.9692568553771622,0.2944040893193436,0.2905044307516861,-0.34975943436395485,0.07526664556463712,0.08573963836233686,0.6413249794231771,3.3966919491912635,0.6991880788584486,-0.43509147987599156,0.3537973829758532,-0.3537973829758532,-0.2179865963776756,-0.3457214857520564,-0.17922612053046832,0.35379738297585317,-0.028692829401194136,-0.3537973829758532,0.10221908796796492,0.005224370972501276,0.005224370972501276,0.005375993633030929,0.10221908796796492,0.005375993633030929,0.08459701334109238,0.8418220653866417,1611.0,176.0,2646.0,2477.0,279.0,177.0,1609.0,83.0,0.6927583401139138,0.9107449364915894,0.8523809523809524,0.4985835694050991,0.6218566392479435,0.967578125,0.5003105590062111,0.6795366795366795,0.9046153846153846,0.9333082140165787,0.5240032546786005,0.08891177480260899,0.3781433607520564,0.032421875,0.14761904761904762,0.5014164305949008,0.4996894409937888,0.3204633204633205,0.09538461538461539,0.06669178598342125,0.3072416598860862,0.08925506350841061
a36825ed-befe-48b4-b79e-4855e5797a6a,2025-12-09 20:09:02,2.446078300476074,bernoulli_nb,none,none,equalized_odds_postprocessing,1327,5105,1710,916,0.7100905277103113,0.5916183682567989,0.7490829053558328,0.4369443529799144,0.8478658030227537,0.5026515151515152,0.6703506368063159,0.8706829660647997,0.6926378537495887,0.311504707649694,0.5900160898977476,0.30453983476763435,0.5525022899492048,0.33569440930938527,0.28990947228968866,0.7907078010143878,0.9076980673598553,0.5417986080999996,0.9196877362055933,0.9685994343236275,1.1016879246075906,0.8528149003690957,1.1394569541856363,0.8168357993721427,0.013485514102796872,-0.1834341210694201,0.9076980673598553,1.456958530981646,0.8776110377198888,0.309431133619153,-0.07523620302021439,0.050963022917697165,0.050963022917697165,-0.05642470818365075,-0.02399199471210342,0.22878955874409257,-0.05096302291769711,-0.1380786833947476,0.050963022917697165,0.04773273232463515,0.0011392068675876348,0.0011392068675876348,0.0011260221906649606,0.04773273232463515,0.0011260221906649606,0.11928403959600883,-0.6958084502901831,1103.0,224.0,3149.0,1956.0,787.0,129.0,1106.0,604.0,0.6919446704637917,0.7483693786474425,0.5835978835978836,0.6345609065155807,0.7400705052878966,0.7640625,0.4993209597102761,0.27053140096618356,0.8000508130081301,0.9381294964028777,0.3594792514239219,0.2842430484037075,0.2599294947121034,0.2359375,0.4164021164021164,0.3654390934844193,0.5006790402897239,0.7294685990338164,0.19994918699186992,0.0618705035971223,0.3080553295362083,0.25163062135255754
eeb8ca86-d037-4163-bf1b-79a51bd915f7,2025-12-09 20:09:13,2.2472634315490723,bernoulli_nb,none,none,none,1764,5209,1606,479,0.7698167365864429,0.7864467231386536,0.7643433602347762,0.5234421364985163,0.9157876230661041,0.6285408872260823,0.7753950416867149,0.8706829660647997,0.6926378537495887,0.4918570888893326,0.5900160898977476,0.4713486180191012,0.7146329606222654,0.4583008573655495,0.23018326341355708,0.17268854567365313,0.08713548492791612,0.7433065810593901,0.5896594326789881,0.6620522345627535,11.476380728554641,0.9653042159054614,0.31583437369954226,0.2978945523069961,-0.33618846514638795,0.07189493055285456,0.08713548492791612,0.640402950170894,3.166216483299295,0.6741261258558755,-0.41937757204663473,0.34499003252544336,-0.34499003252544336,-0.20874640405778977,-0.32738689776733254,-0.1761621502533598,0.3449900325254433,-0.032372289147650654,-0.34499003252544336,0.09678542562296663,0.004683709306509402,0.004683709306509402,0.004811650834236289,0.09678542562296663,0.004811650834236289,0.08490833666516522,0.8242093843461575,1589.0,175.0,2729.0,2480.0,301.0,178.0,1526.0,80.0,0.7026851098454028,0.9114315139031925,0.8407407407407408,0.49575070821529743,0.6413631022326675,0.96875,0.5101123595505618,0.6862745098039216,0.9006600660066006,0.9330323551542513,0.5069161920260374,0.08753861997940268,0.35863689776733254,0.03125,0.15925925925925927,0.5042492917847026,0.4898876404494382,0.3137254901960784,0.09933993399339934,0.06696764484574869,0.2973148901545972,0.08856848609680745
4313096a-afb7-44bb-bea7-af8dc586b655,2025-12-09 20:09:54,32.30146932601929,bernoulli_nb,none,none,reject_option_classification,1764,5209,1606,479,0.7698167365864429,0.7864467231386536,0.7643433602347762,0.5234421364985163,0.9157876230661041,0.6285408872260823,0.7753950416867149,0.8706829660647997,0.6926378537495887,0.4918570888893326,0.5900160898977476,0.4713486180191012,0.7146329606222654,0.4583008573655495,0.23018326341355708,0.17268854567365313,0.08713548492791612,0.7433065810593901,0.5896594326789881,0.6620522345627535,11.476380728554641,0.9653042159054614,0.31583437369954226,0.2978945523069961,-0.33618846514638795,0.07189493055285456,0.08713548492791612,0.640402950170894,3.166216483299295,0.6741261258558755,-0.41937757204663473,0.34499003252544336,-0.34499003252544336,-0.20874640405778977,-0.32738689776733254,-0.1761621502533598,0.3449900325254433,-0.032372289147650654,-0.34499003252544336,0.09678542562296663,0.004683709306509402,0.004683709306509402,0.004811650834236289,0.09678542562296663,0.004811650834236289,0.08490833666516522,0.8242093843461575,1589.0,175.0,2729.0,2480.0,301.0,178.0,1526.0,80.0,0.7026851098454028,0.9114315139031925,0.8407407407407408,0.49575070821529743,0.6413631022326675,0.96875,0.5101123595505618,0.6862745098039216,0.9006600660066006,0.9330323551542513,0.5069161920260374,0.08753861997940268,0.35863689776733254,0.03125,0.15925925925925927,0.5042492917847026,0.4898876404494382,0.3137254901960784,0.09933993399339934,0.06696764484574869,0.2973148901545972,0.08856848609680745
33694a14-d4fb-40a6-84aa-37df77365fdf,2025-12-09 20:10:07,2.820995569229126,bernoulli_nb,reweighing,none,equalized_odds_postprocessing,1577,5260,1555,666,0.7548023846323691,0.703076237182345,0.7718268525311812,0.5035121328224776,0.8876139048261896,0.5867906976744186,0.7374515448567631,0.8783208475442796,0.7076347175755651,0.4309837163359668,0.4715165511691702,0.4191745390237228,0.6514375413086583,0.41521853607161663,0.24519761536763082,0.7273232310055883,0.9469578453342353,0.5129765245999145,0.9469578453342353,0.9854428149312804,1.0512845000477509,0.9056598516724177,0.8855592045247216,0.9348181963981677,-0.024472644722069295,-0.1846823460248129,0.9512172965116279,1.6598700273368197,1.129229976822045,0.3814355881085739,-0.10334649226818304,0.03760660701170615,-0.03760660701170615,-0.016324620950890156,-0.01133868243243244,0.28021101633152196,0.037606607011706206,-0.08915367571810386,-0.03760660701170615,0.03532034656836984,0.0006237634408548775,0.0006237634408548775,0.0006183535744747211,0.03532034656836984,0.0006183535744747211,0.09767004391395433,-0.6122813919150759,1340.0,237.0,3266.0,1994.0,550.0,116.0,989.0,566.0,0.7495524816924328,0.765877102643323,0.708994708994709,0.6713881019830028,0.7675675675675676,0.77890625,0.5753542292829541,0.29514321295143214,0.8558700209643606,0.9450236966824644,0.3790073230268511,0.27566083075866804,0.23243243243243245,0.22109375,0.291005291005291,0.3286118980169972,0.42464577071704596,0.7048567870485679,0.1441299790356394,0.054976303317535544,0.2504475183075672,0.23412289735667702
7ce83554-ae87-41cf-997e-3b38c2a32106,2025-12-09 20:10:18,2.5624911785125732,bernoulli_nb,reweighing,none,none,1686,5594,1221,557,0.80370942812983,0.7516718680338832,0.8208363903154806,0.5799793601651186,0.9094456185986018,0.6547572815533981,0.7862541291746818,0.8783208475442796,0.7076347175755651,0.5293390616464007,0.4715165511691702,0.5207934753908143,0.7096556949238151,0.4867205542725173,0.19629057187017002,0.3076540661985654,0.23989207474226804,0.9925327377041999,0.7867260218535006,0.7971922915000006,4.168541212019473,0.9339046139271185,0.5725871857258718,0.41282256037044696,-0.17824365903307854,-0.02908766886198734,0.23989207474226804,0.9896349958205629,1.7464589235127481,0.46279797015148966,-0.2858391593253441,0.19060755728554643,-0.16587976078061062,-0.14208834055803832,-0.19060755728554643,-0.004359266637548043,0.16587976078061067,-0.06253460436152283,-0.16587976078061062,0.04328059433910889,0.0009366049231732523,0.0009366049231732523,0.0009474057755819901,0.04328059433910889,0.0009474057755819901,0.08286435738039202,0.2473680406195411,1470.0,216.0,3188.0,2406.0,420.0,137.0,1067.0,154.0,0.7580146460537022,0.9001029866117405,0.7777777777777778,0.6118980169971672,0.7492361927144536,0.93984375,0.5794245171462357,0.5837837837837838,0.8835920177383592,0.9461266220998821,0.4128559804719284,0.12701682114658427,0.2507638072855464,0.06015625,0.2222222222222222,0.3881019830028329,0.4205754828537643,0.41621621621621624,0.1164079822616408,0.05387337790011797,0.24198535394629783,0.09989701338825951
fc964c21-12f6-4314-9057-c77958802c94,2025-12-09 20:10:54,27.871706247329712,bernoulli_nb,reweighing,none,reject_option_classification,1686,5594,1221,557,0.80370942812983,0.7516718680338832,0.8208363903154806,0.5799793601651186,0.9094456185986018,0.6547572815533981,0.7862541291746818,0.8783208475442796,0.7076347175755651,0.5293390616464007,0.4715165511691702,0.5207934753908143,0.7096556949238151,0.4867205542725173,0.19629057187017002,0.3076540661985654,0.23989207474226804,0.9925327377041999,0.7867260218535006,0.7971922915000006,4.168541212019473,0.9339046139271185,0.5725871857258718,0.41282256037044696,-0.17824365903307854,-0.02908766886198734,0.23989207474226804,0.9896349958205629,1.7464589235127481,0.46279797015148966,-0.2858391593253441,0.19060755728554643,-0.16587976078061062,-0.14208834055803832,-0.19060755728554643,-0.004359266637548043,0.16587976078061067,-0.06253460436152283,-0.16587976078061062,0.04328059433910889,0.0009366049231732523,0.0009366049231732523,0.0009474057755819901,0.04328059433910889,0.0009474057755819901,0.08286435738039202,0.2473680406195411,1470.0,216.0,3188.0,2406.0,420.0,137.0,1067.0,154.0,0.7580146460537022,0.9001029866117405,0.7777777777777778,0.6118980169971672,0.7492361927144536,0.93984375,0.5794245171462357,0.5837837837837838,0.8835920177383592,0.9461266220998821,0.4128559804719284,0.12701682114658427,0.2507638072855464,0.06015625,0.2222222222222222,0.3881019830028329,0.4205754828537643,0.41621621621621624,0.1164079822616408,0.05387337790011797,0.24198535394629783,0.09989701338825951
cb05d8d6-0e2b-4cdc-ba3f-991d5f4e43eb,2025-12-09 20:11:13,11.366812944412231,decision_tree,disparate_impact_remover,none,equalized_odds_postprocessing,1440,5548,1267,803,0.7714727312872599,0.6419973250111458,0.8140865737344094,0.531954192833395,0.8735632183908046,0.5818181818181818,0.7280419493727777,0.7544678495974597,0.4768017500806499,0.4300580913322495,6.846482541063713,0.4264896341162392,0.6164911379398921,0.41025641025641024,0.22852726871274012,0.7035160880645449,0.9441933206992574,0.5349247063317273,0.9551517736678367,0.9870874537389448,1.0591051409465733,0.8914914670616261,0.924177934548305,0.8489487829996736,-0.019797237126115558,-0.1909594190953885,0.9441933206992574,1.7033688228497887,1.0820427134399755,0.3719249783081422,-0.09794342412188345,0.028997107184076,-0.028997107184076,-0.036281789469891246,-0.010597367068155117,0.27996158072050703,0.028997107184076,-0.10195725747026999,-0.028997107184076,0.039297547306103554,0.0007721486121377234,0.0007721486121377234,0.0007647278975846659,0.039297547306103554,0.0007647278975846659,0.10221172331501631,-0.5790853436218635,1222.0,218.0,3447.0,2101.0,668.0,135.0,808.0,459.0,0.7598047192839708,0.796086508753862,0.6465608465608466,0.6175637393767706,0.8101057579318449,0.820703125,0.6019704433497537,0.32200886262924666,0.8376670716889429,0.9396243291592129,0.3303498779495525,0.23240645382766906,0.1898942420681551,0.179296875,0.35343915343915344,0.38243626062322944,0.3980295566502463,0.6779911373707533,0.1623329283110571,0.06037567084078712,0.24019528071602925,0.203913491246138
